"慎","愼"
"群","羣"
"慎","愼"
"儻","倘"
"賔","賓"
"慎","愼"
"」","」 "
"敘","敍"
"」","」 "
"儻","倘"
"尚","尙"
"群","羣"
"為","爲"
"襃","褒"
"w","韈"
"琮　","琮從弟文收　"
"煮","煑"
"為","爲"
"群","羣"
"，","[，](Extraneous Text)"
"群","羣"
"衛","衞"
"勑","敕"
"勑","敕"
"勑","敕"
"廄","廐"
"廄","廐"
"賔","賓"
"勑","敕"
"恊","協"
"鴈","雁"
"群","羣"
"効","效"
"襃","褒"
"襃","褒"
"慚","慙"
"荅","答"
"勑","敕"
"襃","褒"
"襃","褒"
"子曜","　子曜(there is a space before 子曜)"
"鏦","鏦 釗子仲文 弟幼明 子昕"
"堔","琛"
"淑","叔"
"史","使"
"，","。"
"史","使"
"，","。"
"為","爲"
"群","羣"
"徧","遍"
"為","爲"
"為","爲"
"為","爲"
"峰","峯"
"史","史鰌"
"，","。"
"聃","耼"
"衛","衞"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"襃","褒"
"為","爲"
"為","爲"
"聦","聰"
"為","爲"
"商臣","、商臣"
"襃","褒"
"襃","褒"
"賔","賓"
"勑","敕"
"即","卽"
"真","眞"
"榆","楡"
"衛","衞"
"鴈","雁"
"鴈","雁"
"鴈","雁"
"鴈","雁"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"賔","賓"
"謚","諡"
"謚","諡"
"謚","諡"
"即","卽"
"即","卽"
"恊","協"
"為","爲"
"為","爲"
"為","爲"
"嶽","獄"
"即","卽"
"為","爲"
"聦","聰"
"衛","衞"
"衛","衞"
"衛","衞"
"為","爲"
"勑","敕"
"襃","褒"
"為","爲"
"為","爲"
"為","爲"
"謚","諡"
"衛","衞"
"為","爲"
"為","爲"
"為","爲"
"「","：「"
"勑","敕"
"即","卽"
"即","卽"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"壻","婿"
"為","爲"
"謚","諡"
"為","爲"
"為","爲"
"為","爲"
"曰","曰："
"恊","[恊 or 協]"
"曰","曰："
"徧","[徧 or 遍]"
"蒞","[蒞 or 莅]"
"","【竹+差】"
"","【竹+差】"
"真","眞"
"恊","協"
"荅","答"
"勑","敕"
"慎","愼"
"慎","愼"
"槨","椁"
"慎","愼"
"慎","愼"
"為","爲"
"槨","椁"
"為","爲"
"徧","遍"
"勑","敕"
"勑","敕"
"恊","協"
"為","爲"
"[2493a]","𤤺"
"勑","敕"
"勑","敕"
"為","爲"
"[25fed]","𥿭"
"為","爲"
"勑","敕"
"劒","劍"
"，","[，](Extraneous Text)"
"[26553]","婿"
"珦","峋"
"[26553]","婿"
"襃","褒"
"恊","協"
"隟","隙"
"壻","婿"
"群","羣"
"恊","協"
"賔","賓"
"？","，"
"群","羣"
"為","爲"
"徧","遍"
"妒","妬"
"聦","聰"
"群","羣"
"跡","迹"
"","𡙇"
"","㷀"
"恊","協"
"群","羣"
"〔八〕","[〔八〕](Extraneous Text)"
"","竚"
"群","羣"
"","帉"
"賔","賓"
"群","羣"
"荅","答"
"群","羣"
"勑","敕"
"","𥫃"
"","𥫃"
"〔九〕","[〔九〕](Extraneous Text)"
"跡","迹"
"衆","苽"
"恊","協"
"虵","蛇"
"恊","[恊 or 叶]"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"，","；"
"為","爲"
"聦","聰"
"內","内"
"為","爲"
"為","爲"
"為","爲"
"群","羣"
"為","爲"
"為","爲"
"襃","褒"
"徧","遍"
"徧","遍"
"為","爲"
"為","爲"
"為","爲"
"賔","賓"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"即","卽"
"為","爲"
"為","爲"
"冊","册"
"為","爲"
"內","内"
"為","爲"
"為","爲"
"為","爲"
"內","内"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"即","卽"
"為","爲"
"為","爲"
"為","爲"
"即","卽"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"即","卽"
"為","爲"
"為","爲"
"偽","僞"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"內","内"
"群","羣"
"賔","賓"
"隣","鄰"
"徧","遍"
"荅","答"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"荊","荆"
"荅","答"
"賔","賓"
"即","卽"
"為","爲"
"為","爲"
"為","爲"
"群","羣"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"聦","聰"
"為","爲"
"即","卽"
"為","爲"
"為","爲"
"為","爲"
"為","爲 "
"荅","答"
"群","羣"
"群","羣"
"群","羣"
"群","羣"
"睹","覩"
"為","爲"
"為","爲"
"虵","蛇"
"徧","遍"
"阪","坂"
"虵","蛇"
"恊","協"
"為","爲"
"為","爲"
"內","内"
"為","爲"
"為","爲"
"為","爲"
"勑","敕"
"群","羣"
"勑","敕"
"恊","叶"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"群","羣"
"為","爲"
"群","羣"
"恊","叶"
"為","爲"
"為","爲"
"為","爲"
"襃","褒"
"群","羣"
"効","效"
"[4366]","䍦"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"荅","答"
"襃","褒"
"為","爲"
"為","爲"
"為","爲"
"群","羣"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"聦","聰"
"即","卽"
"効","效"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"群","羣"
"為","爲"
"為","爲"
"為","爲"
"徧","遍"
"群","羣"
"為","爲"
"聦","聰"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"耻","恥"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"隣","鄰"
"其","有"
"為","爲"
"為","爲"
"為","爲"
"襃","褒"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"橋","僑"
"為","爲"
"為","爲"
"為","爲"
"為","爲"
"恊","叶"
"為","爲"
"為","爲"
